state,college_name
Wisconsin,Madison Business College
Wisconsin,Milton College
Wisconsin,Mount Senario College
Wisconsin,Northland International University
Wisconsin,Northwestern College
Wisconsin,Racine College
Wisconsin,St. Francis de Sales College
Wisconsin,The School of Architecture at Taliesin
West Virginia,Alderson Broaddus University
West Virginia,American Public University System
West Virginia,Appalachian Bible College
West Virginia,Bethany College
West Virginia,Blue Ridge Community and Technical College
West Virginia,Bluefield State College
West Virginia,BridgeValley Community and Technical College–Montgomery
West Virginia,BridgeValley Community and Technical College–South Charleston
West Virginia,Catholic Distance University
West Virginia,University of Charleston
West Virginia,Concord University
West Virginia,Davis & Elkins College
West Virginia,Eastern West Virginia Community and Technical College
West Virginia,Everest Institute–Cross Lanes
West Virginia,Fairmont State University
West Virginia,Future Generations University
West Virginia,Glenville State College
West Virginia,Huntington Junior College
West Virginia,Marshall University
West Virginia,Mountain State College
West Virginia,Mountwest Community and Technical College
West Virginia,New River Community and Technical College
West Virginia,Ohio Valley University
West Virginia,Pierpont Community and Technical College
West Virginia,Potomac State College of West Virginia University
West Virginia,Salem University
West Virginia,Shepherd University
West Virginia,Southern West Virginia Community and Technical College
West Virginia,Valley College–Beckley
West Virginia,Valley College–Martinsburg
West Virginia,Valley College–Princeton
West Virginia,West Liberty University
West Virginia,West Virginia Business College–Wheeling
West Virginia,West Virginia Junior College–Bridgeport
West Virginia,West Virginia Junior College–Charleston
West Virginia,West Virginia Junior College–Morgantown
West Virginia,West Virginia Northern Community College
West Virginia,West Virginia School of Osteopathic Medicine
West Virginia,West Virginia State University
West Virginia,West Virginia University
West Virginia,West Virginia University at Parkersburg
West Virginia,West Virginia University Institute of Technology
West Virginia,West Virginia Wesleyan College
West Virginia,Wheeling University
West Virginia,Mountain State University
West Virginia,Storer College
